From,To (Interval: 15M),PM10 (µg/m3),NO (µg/m3),NO2 (µg/m3),NOX (ppb),CO (mg/m3),SO2 (µg/m3),NH3 (µg/m3),Ozone (µg/m3),Benzene (µg/m3),PM2.5 (µg/m3)
14-04-2023 09:00,14-04-2023 09:15,334,1.8,53.5,29.9,1.77,25.7,16.6,NA,NA,135
14-04-2023 09:15,14-04-2023 09:30,334,1.5,52.3,29,1.83,27.3,17.1,73.8,NA,135
14-04-2023 09:30,14-04-2023 09:45,334,1.2,51.9,28.6,1.8,29.6,16.3,78.1,NA,135
14-04-2023 09:45,14-04-2023 10:00,334,1.4,51.8,28.7,NA,42.2,16.3,76.9,NA,143
14-04-2023 10:00,14-04-2023 10:15,334,0.9,54.5,29.7,NA,66.1,16.4,67.6,NA,143
14-04-2023 10:15,14-04-2023 10:30,334,1.4,59.9,33,2.22,69.8,15.6,69.4,NA,143
14-04-2023 10:30,14-04-2023 10:45,334,1,61.9,33.8,1.33,108.1,13.7,62.1,NA,143
14-04-2023 10:45,14-04-2023 11:00,279,1.9,66.9,37.2,1.26,NA,12.4,29.1,NA,90
14-04-2023 11:00,14-04-2023 11:15,279,6.9,86,51.3,1.05,NA,11.2,31.1,NA,90
14-04-2023 11:15,14-04-2023 11:30,279,19.2,83.2,59.8,NA,NA,11.6,12.2,NA,90
14-04-2023 11:30,14-04-2023 11:45,279,43.8,97.7,87.2,NA,333.5,7.7,28.6,NA,90
14-04-2023 11:45,14-04-2023 12:00,196,NA,NA,NA,NA,157.4,NA,51.5,NA,71
14-04-2023 12:00,14-04-2023 12:15,196,NA,NA,NA,NA,172.4,NA,49.5,NA,71
14-04-2023 12:15,14-04-2023 12:30,196,NA,NA,NA,NA,225,13.5,41.2,NA,71
14-04-2023 12:30,14-04-2023 12:45,196,4,82.3,47,NA,226.3,9.5,40,NA,71
14-04-2023 12:45,14-04-2023 13:00,150,3.6,81.6,46.3,NA,188.7,9.7,49.4,NA,58
14-04-2023 13:00,14-04-2023 13:15,150,3.1,78.4,44.2,NA,159.9,9.6,56.6,NA,58
14-04-2023 13:15,14-04-2023 13:30,150,2.8,75.2,42.3,NA,132.4,9.3,69,NA,58
14-04-2023 13:30,14-04-2023 13:45,150,2.6,69.7,39.2,NA,104.2,9.6,76.6,NA,58
14-04-2023 13:45,14-04-2023 14:00,105,1.7,64.9,35.8,NA,112.3,9.7,72.5,NA,58
14-04-2023 14:00,14-04-2023 14:15,105,1.5,61.4,33.9,0.37,83.7,9.8,79.7,NA,58
14-04-2023 14:15,14-04-2023 14:30,105,1.5,56.4,31.2,0.48,37.5,9.8,84.5,NA,58
14-04-2023 14:30,14-04-2023 14:45,105,1.6,51.7,28.8,0.61,64.6,10.1,79.5,NA,58
14-04-2023 14:45,14-04-2023 15:00,117,1.4,49.4,27.4,0.63,37.4,9.7,81.7,NA,45
14-04-2023 15:00,14-04-2023 15:15,117,1,45,24.7,0.53,23,9.9,86.7,NA,45
14-04-2023 15:15,14-04-2023 15:30,117,1.4,39.6,22.2,0.5,19.7,10.1,86.6,NA,45
14-04-2023 15:30,14-04-2023 15:45,117,1,37.5,20.7,0.71,18.7,10.1,86.8,NA,45
14-04-2023 15:45,14-04-2023 16:00,128,1.5,35.4,20.1,0.77,20.1,9.6,87.8,NA,36
14-04-2023 16:00,14-04-2023 16:15,128,2,33.7,19.5,0.78,21.9,9.1,84.8,NA,36
14-04-2023 16:15,14-04-2023 16:30,128,1.6,33.3,19,0.78,19.5,8.5,80.6,NA,36
14-04-2023 16:30,14-04-2023 16:45,128,1.1,33.7,18.8,0.77,16.7,8.3,78.8,NA,36
14-04-2023 16:45,14-04-2023 17:00,79,1.4,33.1,18.7,0.76,15.2,8.8,77,NA,47
14-04-2023 17:00,14-04-2023 17:15,79,1.4,33.7,19.1,0.77,13.8,8.7,74.3,NA,47
14-04-2023 17:15,14-04-2023 17:30,79,1,34.2,19,0.76,15.2,8.6,71.4,NA,47
14-04-2023 17:30,14-04-2023 17:45,79,1.4,35.5,20,0.8,18.5,8.7,70.6,NA,47
14-04-2023 17:45,14-04-2023 18:00,79,1,36.9,20.4,0.81,16,8.9,66.8,NA,64
14-04-2023 18:00,14-04-2023 18:15,79,NA,38.7,20.4,0.8,16,8.9,61.3,NA,64
14-04-2023 18:15,14-04-2023 18:30,79,1.3,40.3,22.5,0.81,17.9,9.1,63.6,NA,64
14-04-2023 18:30,14-04-2023 18:45,79,1.8,43.1,24.3,0.84,26.3,9.3,52.9,NA,64
14-04-2023 18:45,14-04-2023 19:00,284,1.7,47.7,26.7,0.86,35,9.3,49.1,NA,75
14-04-2023 19:00,14-04-2023 19:15,284,1.6,51,28.4,0.81,27.3,9.5,55.7,NA,75
14-04-2023 19:15,14-04-2023 19:30,284,2.2,51.4,29.1,0.97,24.5,9.2,50.1,NA,75
14-04-2023 19:30,14-04-2023 19:45,284,2.5,50.9,29.1,0.96,21.2,9.4,53.4,NA,75
14-04-2023 19:45,14-04-2023 20:00,240,2.2,49.3,28,0.86,18.7,9.2,61.2,NA,75
14-04-2023 20:00,14-04-2023 20:15,240,1.6,50.3,28,0.87,16.1,9,47.1,NA,75
14-04-2023 20:15,14-04-2023 20:30,240,1.6,53.8,30,0.97,16.6,9.1,36.5,NA,75
14-04-2023 20:30,14-04-2023 20:45,240,2.6,58.4,33.1,1.04,17.4,9.1,35.7,NA,75
14-04-2023 20:45,14-04-2023 21:00,217,2.4,62.5,35.2,1.11,19.1,9,36.3,NA,70
14-04-2023 21:00,14-04-2023 21:15,217,2.7,64.3,36.4,1.11,20.6,8.7,40.9,NA,70
14-04-2023 21:15,14-04-2023 21:30,217,2.4,62.8,35.4,1.12,21.2,9.4,51.8,NA,70
14-04-2023 21:30,14-04-2023 21:45,217,2.2,58.3,32.8,1.25,19.9,10.1,43.2,NA,70
14-04-2023 21:45,14-04-2023 22:00,207,1.9,55.1,30.8,1.45,19.1,10.2,34.5,NA,67
14-04-2023 22:00,14-04-2023 22:15,207,1.5,55.5,30.7,1.53,19.7,9.9,26.8,NA,67
14-04-2023 22:15,14-04-2023 22:30,207,2,56.7,31.8,1.57,20.8,10,23.9,NA,67
14-04-2023 22:30,14-04-2023 22:45,207,2.2,57.7,32.5,1.61,20.5,10.3,19.3,NA,67
14-04-2023 22:45,14-04-2023 23:00,182,2.7,58.1,33.1,1.63,19.8,10.8,16.8,NA,84
14-04-2023 23:00,14-04-2023 23:15,182,2.6,59.2,33.6,1.99,18.6,10.7,9,NA,84
14-04-2023 23:15,14-04-2023 23:30,182,3,61.8,35.3,2.07,18,11.4,4.8,NA,84
14-04-2023 23:30,14-04-2023 23:45,182,6.1,64.2,39.1,2.2,19.7,13,2.3,NA,84
14-04-2023 23:45,15-04-2023 00:00,178,11.6,67.5,45.3,NA,NA,14.1,1.3,NA,126
15-04-2023 00:00,15-04-2023 00:15,178,17.4,69.1,50.9,2.69,23.1,14,2,NA,126
15-04-2023 00:15,15-04-2023 00:30,178,20.2,68.6,53,2.64,22.7,14.2,1.3,NA,126
15-04-2023 00:30,15-04-2023 00:45,178,25.3,66.9,56.2,2.63,22.7,14.6,1.2,NA,126
15-04-2023 00:45,15-04-2023 01:00,328,33.1,66.6,62.3,2.6,22.8,14.3,1.5,NA,216
15-04-2023 01:00,15-04-2023 01:15,328,41.6,64.8,68.3,2.51,25.2,14.1,1.7,NA,216
15-04-2023 01:15,15-04-2023 01:30,328,50.1,64.6,75.2,2.43,27.2,13.9,1.7,NA,216
15-04-2023 01:30,15-04-2023 01:45,328,56.1,67.6,81.6,2.45,30.7,14.2,1.6,NA,216
15-04-2023 01:45,15-04-2023 02:00,328,57.7,70.1,84.2,2.39,33,14.3,1.7,NA,178
15-04-2023 02:00,15-04-2023 02:15,328,59,70.4,85.4,2.14,31.8,14.1,1.4,NA,178
15-04-2023 02:15,15-04-2023 02:30,328,64.4,69.9,89.5,2.21,30.6,13.9,1.2,NA,178
15-04-2023 02:30,15-04-2023 02:45,328,74,68.5,96.7,2.48,31.9,14.4,0.8,NA,178
15-04-2023 02:45,15-04-2023 03:00,420,86.3,70.6,107.9,2.55,35.1,14.7,0.8,NA,179
15-04-2023 03:00,15-04-2023 03:15,420,109.2,62.1,121.8,2.56,35.9,14.8,1,NA,179
15-04-2023 03:15,15-04-2023 03:30,420,116.5,68.9,131.4,2.58,33.1,15.8,1.7,NA,179
15-04-2023 03:30,15-04-2023 03:45,420,115.2,75.8,133.9,2.89,29.3,14.7,1.5,NA,179
15-04-2023 03:45,15-04-2023 04:00,486,107.9,77.9,129.1,2.52,27.1,14.3,1,NA,158
15-04-2023 04:00,15-04-2023 04:15,486,100.3,78.2,123.1,2.55,25.9,13.3,1.8,NA,158
15-04-2023 04:15,15-04-2023 04:30,486,91.6,79.1,116.5,2.59,24.5,13.4,1.5,NA,158
15-04-2023 04:30,15-04-2023 04:45,486,83.7,76.1,108.5,2.53,25,13.5,1.5,NA,158
15-04-2023 04:45,15-04-2023 05:00,390,74.3,73.9,99.8,2.53,24.5,12.8,1.8,NA,130
15-04-2023 05:00,15-04-2023 05:15,390,64.3,72.1,90.6,2.83,23.7,12.6,0.8,NA,130
15-04-2023 05:15,15-04-2023 05:30,390,61.5,67.1,85.7,2.76,23.5,12.8,1.6,NA,130
15-04-2023 05:30,15-04-2023 05:45,390,56.9,64.5,80.6,2.74,22.3,13.4,1,NA,130
15-04-2023 05:45,15-04-2023 06:00,283,51.8,60.7,74.4,2.79,21.6,13.7,1.4,NA,132
15-04-2023 06:00,15-04-2023 06:15,283,47.4,59.8,70.3,2.73,21.7,13.1,1,NA,132
15-04-2023 06:15,15-04-2023 06:30,283,44.3,59.6,67.7,2.73,20.2,12.8,1.7,NA,132
15-04-2023 06:30,15-04-2023 06:45,283,42.7,59.2,66.2,2.66,20.9,13.3,1.7,NA,132
15-04-2023 06:45,15-04-2023 07:00,266,38,57.6,61.5,2.39,22.1,13.9,3.9,NA,121
15-04-2023 07:00,15-04-2023 07:15,266,29.2,57,54.1,2.39,23.8,14.2,6.4,NA,121
15-04-2023 07:15,15-04-2023 07:30,266,16,63.4,46.8,2.32,23.4,14.2,14.4,NA,121
15-04-2023 07:30,15-04-2023 07:45,266,6.5,66,40.4,2.23,23.2,14,24.2,NA,121
15-04-2023 07:45,15-04-2023 08:00,245,4.1,60.3,35.4,2.18,23.5,13.9,32.8,NA,134
15-04-2023 08:00,15-04-2023 08:15,245,2.8,55.3,31.7,2.1,23.4,13.6,41.4,NA,134
15-04-2023 08:15,15-04-2023 08:30,245,2,49.8,28.1,1.96,22.7,13.3,55.2,NA,134
15-04-2023 08:30,15-04-2023 08:45,245,1.1,45.4,25,1.82,22.8,12.9,63.3,NA,134
15-04-2023 08:45,15-04-2023 09:00,243,1.2,41.9,23.2,1.65,22.7,12.9,NA,NA,81
15-04-2023 09:00,15-04-2023 09:15,243,1,40.3,22.2,1.68,28.7,12.9,NA,NA,81
15-04-2023 09:15,15-04-2023 09:30,243,1.2,41.3,22.9,1.76,48.8,13.5,68.6,NA,81
15-04-2023 09:30,15-04-2023 09:45,243,1,44.6,24.5,1.75,85.9,13,58.7,NA,81
15-04-2023 09:45,15-04-2023 10:00,243,1.7,51.6,28.9,NA,127.1,12.7,53.6,NA,80
15-04-2023 10:00,15-04-2023 10:15,243,1.6,62.5,34.6,NA,216.7,12.8,37.4,NA,80
15-04-2023 10:15,15-04-2023 10:30,243,2.8,73.5,41.3,2.39,105.6,11.9,64.2,NA,80
15-04-2023 10:30,15-04-2023 10:45,243,1.9,68.4,37.9,1.59,49.8,10.4,83.8,NA,80
15-04-2023 10:45,15-04-2023 11:00,168,0.6,58,31.3,1.58,NA,8.3,81.7,NA,57
15-04-2023 11:00,15-04-2023 11:15,168,0.5,51.5,27.8,1.57,NA,10.1,73.7,NA,57
15-04-2023 11:15,15-04-2023 11:30,168,1.5,48.6,27.1,1.56,NA,10.8,86.1,NA,57
15-04-2023 11:30,15-04-2023 11:45,168,1.7,46.4,26.1,1.53,110,9.9,67.1,NA,57
15-04-2023 11:45,15-04-2023 12:00,133,NA,NA,NA,1.52,46.8,NA,76.1,NA,43
15-04-2023 12:00,15-04-2023 12:15,133,NA,NA,NA,1.49,80.5,NA,65.1,NA,43
15-04-2023 12:15,15-04-2023 12:30,133,NA,NA,NA,1.47,166.7,13.1,45.8,NA,43
15-04-2023 12:30,15-04-2023 12:45,133,3.2,69.4,39.5,1.56,109.5,7.4,63.4,NA,43
15-04-2023 12:45,15-04-2023 13:00,112,2.7,71.6,40.3,1.58,181.3,7.9,43.7,NA,46
15-04-2023 13:00,15-04-2023 13:15,112,2.5,78.5,43.8,1.58,168.5,7.4,48.5,NA,46
15-04-2023 13:15,15-04-2023 13:30,112,2.8,82,45.9,1.59,151.2,7.3,54,NA,46
15-04-2023 13:30,15-04-2023 13:45,112,1.8,78.8,43.4,1.59,87.9,8.1,75.4,NA,46
15-04-2023 13:45,15-04-2023 14:00,105,1.2,71.1,38.8,1.6,83,8.6,77.2,NA,55
15-04-2023 14:00,15-04-2023 14:15,105,1.4,64,35.2,1.6,77.9,8.5,77.9,NA,55
15-04-2023 14:15,15-04-2023 14:30,105,1.3,59.9,32.9,1.52,76.3,11,83.9,NA,55
15-04-2023 14:30,15-04-2023 14:45,105,1.1,56.7,31.1,0.92,73.6,11.8,87.2,NA,55
15-04-2023 14:45,15-04-2023 15:00,135,0.9,53.5,29.2,0.92,69.6,11.2,91.2,NA,54
15-04-2023 15:00,15-04-2023 15:15,135,1.1,51.1,28.1,0.95,65.4,10.2,91.1,NA,54
15-04-2023 15:15,15-04-2023 15:30,135,1.6,47.3,26.5,0.93,62.3,10.2,91.2,NA,54
15-04-2023 15:30,15-04-2023 15:45,135,1.1,45.3,25.1,0.95,41.6,10.1,101.4,NA,54
15-04-2023 15:45,15-04-2023 16:00,127,1.4,41,22.9,0.96,32.3,9.7,100,NA,46
15-04-2023 16:00,15-04-2023 16:15,127,1.5,37.2,21,1,30.4,9.1,101.4,NA,46
15-04-2023 16:15,15-04-2023 16:30,127,0.5,35.4,19.2,1.02,29.1,8.5,98.9,NA,46
15-04-2023 16:30,15-04-2023 16:45,127,0.4,33.2,17.9,1.02,28.4,8.9,96.1,NA,46
15-04-2023 16:45,15-04-2023 17:00,102,NA,33.1,17.5,1.03,30.1,9,95.1,NA,51
15-04-2023 17:00,15-04-2023 17:15,102,NA,33.8,18,1.05,32.3,9.1,92.9,NA,51
15-04-2023 17:15,15-04-2023 17:30,102,1,33.5,18.6,1.05,32.5,9,88,NA,51
15-04-2023 17:30,15-04-2023 17:45,102,1.8,33.8,19.4,1.13,29.2,9.3,78.3,NA,51
15-04-2023 17:45,15-04-2023 18:00,102,2.5,36.4,21.4,1.18,28.5,9.4,70.7,NA,70
15-04-2023 18:00,15-04-2023 18:15,102,2.7,40.5,23.7,1.21,29.8,10.2,69.3,NA,70
15-04-2023 18:15,15-04-2023 18:30,102,2.9,43.4,25.4,1.45,29.9,10.6,53.9,NA,70
15-04-2023 18:30,15-04-2023 18:45,102,3.6,46,27.4,1.37,28.5,10.9,41.8,NA,70
15-04-2023 18:45,15-04-2023 19:00,178,3.4,50.1,29.4,1.42,26.1,11,31.2,NA,113
15-04-2023 19:00,15-04-2023 19:15,178,4,54.9,32.4,1.33,26.1,11.1,35.8,NA,113
15-04-2023 19:15,15-04-2023 19:30,178,3.8,59.4,34.7,1.25,33.7,10.8,47.5,NA,113
15-04-2023 19:30,15-04-2023 19:45,178,3.7,60.8,35.3,1.35,38.6,10.8,43.1,NA,113
15-04-2023 19:45,15-04-2023 20:00,284,4.1,59.7,35.1,1.35,34.5,10.5,38.3,NA,109
15-04-2023 20:00,15-04-2023 20:15,284,4.2,61.3,36,1.28,31.1,10.1,30.5,NA,109
15-04-2023 20:15,15-04-2023 20:30,284,4.5,65.8,38.7,1.32,28.6,9.6,26.4,NA,109
15-04-2023 20:30,15-04-2023 20:45,284,5,68.7,40.6,1.33,27.5,9.3,17.7,NA,109
15-04-2023 20:45,15-04-2023 21:00,349,6,73.3,43.8,1.5,26.9,9.6,9.6,NA,99
15-04-2023 21:00,15-04-2023 21:15,349,7.8,78.6,48.1,1.73,29,9.4,12,NA,99
15-04-2023 21:15,15-04-2023 21:30,349,8.7,80.7,50,1.49,30.2,9.6,31.6,NA,99
15-04-2023 21:30,15-04-2023 21:45,349,6.8,77.7,46.8,1.34,30.2,9.8,39.8,NA,99
15-04-2023 21:45,15-04-2023 22:00,260,6,71,42.6,1.32,28.3,9.5,38.6,NA,76
15-04-2023 22:00,15-04-2023 22:15,260,5.1,64.3,38.3,1.29,28.7,9.3,35.1,NA,76
15-04-2023 22:15,15-04-2023 22:30,260,4.6,59,35.1,1.58,29.3,9.6,25.1,NA,76
15-04-2023 22:30,15-04-2023 22:45,260,4.1,57.7,34,2.27,30.4,9.9,10.6,NA,76
15-04-2023 22:45,15-04-2023 23:00,167,5.3,58.9,35.6,2.03,32.1,10.4,7.6,NA,87
15-04-2023 23:00,15-04-2023 23:15,167,6.9,63.4,39.4,1.87,31.4,10.5,5.8,NA,87
15-04-2023 23:15,15-04-2023 23:30,167,8.5,66.8,42.4,1.73,28.8,10.5,6.9,NA,87
15-04-2023 23:30,15-04-2023 23:45,167,8.5,67.4,42.8,1.59,28.5,10.7,18,NA,87
15-04-2023 23:45,16-04-2023 00:00,197,7.3,66.3,41.2,NA,NA,10.4,16,NA,81
16-04-2023 00:00,16-04-2023 00:15,197,6.1,64.3,39.2,1.94,25.8,10.3,19.8,NA,81
16-04-2023 00:15,16-04-2023 00:30,197,5.4,60.4,36.5,1.99,23.8,10.6,22.7,NA,81
16-04-2023 00:30,16-04-2023 00:45,197,5.5,56.9,34.7,2.04,22.6,11,25.5,NA,81
16-04-2023 00:45,16-04-2023 01:00,223,5.6,52.4,32.5,1.64,17,10.8,55.8,NA,67
16-04-2023 01:00,16-04-2023 01:15,223,4.9,46.4,28.7,1.53,12,10,55.4,NA,67
16-04-2023 01:15,16-04-2023 01:30,223,4.2,43.7,26.7,1.57,12.2,9.6,37.4,NA,67
16-04-2023 01:30,16-04-2023 01:45,223,3.9,45.2,27.2,1.61,13.5,9.8,35.8,NA,67
16-04-2023 01:45,16-04-2023 02:00,223,4.2,46.5,28.1,1.63,13.7,10,33.4,NA,43
16-04-2023 02:00,16-04-2023 02:15,223,4.4,47.5,28.9,1.76,12.6,9.7,27.2,NA,43
16-04-2023 02:15,16-04-2023 02:30,223,4,47.8,28.6,1.68,12,10.2,29.3,NA,43
16-04-2023 02:30,16-04-2023 02:45,223,4.4,46.6,28.3,1.76,12.4,10.7,31.8,NA,43
16-04-2023 02:45,16-04-2023 03:00,119,4.7,45.9,28.2,1.98,13.2,10.9,31.9,NA,48
16-04-2023 03:00,16-04-2023 03:15,119,4.7,44.4,27.4,2.02,13.7,11.3,24.8,NA,48
16-04-2023 03:15,16-04-2023 03:30,119,5,44.3,27.6,1.91,15.1,12,21,NA,48
16-04-2023 03:30,16-04-2023 03:45,119,4.7,46,28.3,1.89,14.9,12,16.9,NA,48
16-04-2023 03:45,16-04-2023 04:00,81,5.3,46.3,29,1.9,14,10.5,13.9,NA,58
16-04-2023 04:00,16-04-2023 04:15,81,5.7,47.5,29.9,1.88,13,9.6,11.9,NA,58
16-04-2023 04:15,16-04-2023 04:30,81,6,47.2,30,1.88,12.7,9.6,12.3,NA,58
16-04-2023 04:30,16-04-2023 04:45,81,6.3,47.5,30.4,1.85,11.9,9.9,13.9,NA,58
16-04-2023 04:45,16-04-2023 05:00,110,5.4,48,29.9,1.84,11.7,9.7,21.8,NA,53
16-04-2023 05:00,16-04-2023 05:15,110,5.6,45,28.5,1.87,12.1,9.3,21.7,NA,53
16-04-2023 05:15,16-04-2023 05:30,110,5.3,42.7,27,1.92,11.8,9.1,23,NA,53
16-04-2023 05:30,16-04-2023 05:45,110,4.4,39.6,24.6,1.9,12,9.5,23.5,NA,53
16-04-2023 05:45,16-04-2023 06:00,97,4,36.9,22.9,1.91,12.3,10.1,23.9,NA,49
16-04-2023 06:00,16-04-2023 06:15,97,4.2,35.6,22.3,1.96,12.4,10.1,20.2,NA,49
16-04-2023 06:15,16-04-2023 06:30,97,5.2,35.5,23.1,1.99,11.9,10,20.9,NA,49
16-04-2023 06:30,16-04-2023 06:45,97,4.5,35.5,22.5,1.96,12.1,10.3,22.1,NA,49
16-04-2023 06:45,16-04-2023 07:00,88,4.8,35,22.5,1.98,12.7,10.8,19,NA,59
16-04-2023 07:00,16-04-2023 07:15,88,5.5,35.5,23.4,2.21,13.6,10.6,22.1,NA,59
16-04-2023 07:15,16-04-2023 07:30,88,6,36.5,24.3,2.27,15,11.1,20.6,NA,59
16-04-2023 07:30,16-04-2023 07:45,88,6,38.8,25.5,2.3,17,11.3,21.7,NA,59
16-04-2023 07:45,16-04-2023 08:00,86,5.3,42.6,27,2.04,19.1,11.8,33.2,NA,133
16-04-2023 08:00,16-04-2023 08:15,86,4.9,42.1,26.4,1.85,19.7,11.9,49.5,NA,133
16-04-2023 08:15,16-04-2023 08:30,86,4.2,39.7,24.5,1.84,18.6,11.6,57.4,NA,133
16-04-2023 08:30,16-04-2023 08:45,86,3.7,36.5,22.4,1.81,17.3,11.4,62.2,NA,133
16-04-2023 08:45,16-04-2023 09:00,193,3.4,34.6,21.1,1.81,16.8,11.2,NA,NA,80
16-04-2023 09:00,16-04-2023 09:15,193,3.3,33.4,20.5,1.69,15.9,11.5,NA,NA,80
16-04-2023 09:15,16-04-2023 09:30,193,3.4,31.7,19.6,1.64,14.6,11.2,71.8,NA,80
16-04-2023 09:30,16-04-2023 09:45,193,3.4,29.8,18.6,1.67,13.7,10.5,72.4,NA,80
16-04-2023 09:45,16-04-2023 10:00,193,2.7,29,17.6,NA,13.7,10.8,72.3,NA,44
16-04-2023 10:00,16-04-2023 10:15,193,3.1,29.3,18.1,NA,14.5,11.3,72.4,NA,44
16-04-2023 10:15,16-04-2023 10:30,193,3.7,29.4,18.7,2.55,14.4,10.8,74,NA,44
16-04-2023 10:30,16-04-2023 10:45,193,3.7,28.4,18.1,1.71,12.9,9.8,74.5,NA,44
16-04-2023 10:45,16-04-2023 11:00,70,3.4,26.9,17.1,1.68,NA,9.5,75.1,NA,29
16-04-2023 11:00,16-04-2023 11:15,70,3.6,25.6,16.5,1.71,NA,9.8,74.7,NA,29
16-04-2023 11:15,16-04-2023 11:30,70,3.7,25.7,16.6,1.74,NA,9.4,76.1,NA,29
16-04-2023 11:30,16-04-2023 11:45,70,4.3,26.4,17.5,1.74,18.3,9.5,79.1,NA,29
16-04-2023 11:45,16-04-2023 12:00,61,NA,NA,NA,1.76,19.6,NA,80.7,NA,29
16-04-2023 12:00,16-04-2023 12:15,61,NA,NA,NA,1.75,18.9,NA,82.3,NA,29
16-04-2023 12:15,16-04-2023 12:30,61,NA,NA,NA,1.72,19.3,13.7,83.1,NA,29
16-04-2023 12:30,16-04-2023 12:45,61,3.1,27.4,17.1,1.71,20.4,12,85.2,NA,29
16-04-2023 12:45,16-04-2023 13:00,83,3.4,29.2,18.3,1.68,20.6,14.1,87.1,NA,32
16-04-2023 13:00,16-04-2023 13:15,83,3.5,32.4,20.1,NA,18.1,17.3,88.3,NA,32
16-04-2023 13:15,16-04-2023 13:30,83,3.1,35,21.2,1.6,12.9,21.4,91,NA,32
16-04-2023 13:30,16-04-2023 13:45,83,3.6,37,22.6,1.89,9.1,25.5,94,NA,32
16-04-2023 13:45,16-04-2023 14:00,55,3.5,39.5,23.9,0.79,9.6,27.5,95.8,NA,32
16-04-2023 14:00,16-04-2023 14:15,55,4.1,38.1,23.6,0.23,12.8,22.8,91.2,NA,32
16-04-2023 14:15,16-04-2023 14:30,55,4.7,35.2,22.5,NA,16,19.1,90.7,NA,32
16-04-2023 14:30,16-04-2023 14:45,55,4.5,32.2,20.8,1.98,19.4,16.7,89.7,NA,32
16-04-2023 14:45,16-04-2023 15:00,39,4.2,29.9,19.4,2.15,19.9,15,86.8,NA,33
16-04-2023 15:00,16-04-2023 15:15,39,3.3,29.8,18.5,2.14,22,13.4,85.9,NA,33
16-04-2023 15:15,16-04-2023 15:30,39,3.4,28.7,18,2.12,20.9,12.1,86.3,NA,33
16-04-2023 15:30,16-04-2023 15:45,39,3.6,27.4,17.5,2.14,18.3,11.2,80.8,NA,33
16-04-2023 15:45,16-04-2023 16:00,50,3.6,26.5,17,NA,15.3,10.5,80.8,NA,22
16-04-2023 16:00,16-04-2023 16:15,50,3.1,26.9,16.9,1.74,14.1,9.8,81.9,NA,22
16-04-2023 16:15,16-04-2023 16:30,50,3,26,16.3,1.65,10.7,9.5,80.1,NA,22
16-04-2023 16:30,16-04-2023 16:45,50,2.6,25.4,15.7,1.65,9.2,9.5,80.7,NA,22
16-04-2023 16:45,16-04-2023 17:00,51,2.9,23.7,14.9,1.71,14,9.7,82.3,NA,26
16-04-2023 17:00,16-04-2023 17:15,51,3.1,23.6,15.1,1.76,14,9,78.6,NA,26
16-04-2023 17:15,16-04-2023 17:30,51,2.6,23.7,14.7,1.79,10.3,9.4,79.5,NA,26
16-04-2023 17:30,16-04-2023 17:45,51,3.3,24.3,15.6,1.81,13.3,9.1,73.9,NA,26
16-04-2023 17:45,16-04-2023 18:00,51,3.6,25.9,16.7,1.8,11.6,9.3,64.3,NA,35
16-04-2023 18:00,16-04-2023 18:15,51,3.2,28,17.5,1.82,11.3,9.3,63.1,NA,35
16-04-2023 18:15,16-04-2023 18:30,51,3,29.8,18.3,1.88,11.5,9.3,61.1,NA,35
16-04-2023 18:30,16-04-2023 18:45,51,2.7,31.6,19,2.4,13.6,9.2,36.1,NA,35
16-04-2023 18:45,16-04-2023 19:00,61,3.4,37.7,22.8,3.17,22.7,10.3,15.3,NA,80
16-04-2023 19:00,16-04-2023 19:15,61,3.6,47.4,28.1,2.73,26.3,12,20.9,NA,80
16-04-2023 19:15,16-04-2023 19:30,61,3.9,53,31.4,2.86,21,13.2,10.4,NA,80
16-04-2023 19:30,16-04-2023 19:45,61,6.5,60.9,37.7,3.78,35.7,14,1.2,NA,80
16-04-2023 19:45,16-04-2023 20:00,153,14.1,65.3,46.2,3.45,41.6,15.9,1.7,NA,291
16-04-2023 20:00,16-04-2023 20:15,153,30.3,66.3,59.9,3.06,37.5,16.7,1.9,NA,291
16-04-2023 20:15,16-04-2023 20:30,153,37.6,80.6,73.4,2.77,27.1,12.6,1.4,NA,291
16-04-2023 20:30,16-04-2023 20:45,153,47,75.3,78.3,3.14,26.8,13.6,1.3,NA,291
16-04-2023 20:45,16-04-2023 21:00,442,52.7,73.6,82,3.53,28.2,13.2,1.2,NA,228
16-04-2023 21:00,16-04-2023 21:15,442,57,72.1,84.7,3.56,27,12.1,1.2,NA,228
16-04-2023 21:15,16-04-2023 21:30,442,60.3,70,86.3,3.09,26.1,11.8,1.2,NA,228
16-04-2023 21:30,16-04-2023 21:45,442,60.1,68.2,85.2,3.09,23.7,11.8,1.4,NA,228
16-04-2023 21:45,16-04-2023 22:00,480,60.9,67.3,85.3,3.27,23.6,11.7,1.6,NA,217
16-04-2023 22:00,16-04-2023 22:15,480,66,68.5,90.1,1.9,23.4,11,1.8,NA,217
16-04-2023 22:15,16-04-2023 22:30,480,69.5,68.6,93,1.24,20.5,11,1.1,NA,217
16-04-2023 22:30,16-04-2023 22:45,480,69,68,92.3,1.17,17.4,11.1,1.5,NA,217
16-04-2023 22:45,16-04-2023 23:00,541,65.9,67.4,89.4,1.55,16.5,10.9,1.5,NA,183
16-04-2023 23:00,16-04-2023 23:15,541,66.1,66.2,89,1.82,16.3,10.8,1.1,NA,183
16-04-2023 23:15,16-04-2023 23:30,541,69,66.4,91.4,2.02,17.7,10.8,0.8,NA,183
